"ID";"Nom de l'entreprise";"Adresse";"Téléphone";"Fax";"Email entreprise";"Spécialité(s)"
"999";"Compagnie maghrébine de transport maritime «  COMATRAM »";"rue hedi khefacha imm.Fourati 6éme étage Bureau N2-3000 Sfax TUNISIE";"+216 74223750";"+216 74223751";"info.comatram@tunet.tn";"BDAD"
"982";"A2soft";"Rue Hédi Nouira Imm.la Couronna A06 3ème étage - Sfax Tunisie";"74 400 336";"74 400 338";"contact@a2soft.tn";"BDADLSI"
"967";"ExaDev";"Avenue de la libérté Immeuble Ayda sfax";"70032532";"70032532";"contact@exadev.net";"LIMBDAD"
"948";"PRIMATEC";"Route de Tunis km 10 Cité EL Ons Sfax";"39152300";"74";"primatec@primatec.tn";"BDAD"
"944";"Steros";"Route Tanyour Km 0.5 immeuble IRYS BO3 sfax 3000";"98916285";"74441444";"assistante.direction@hms.com.tn";"BDADINGINFO"
"932";"WEB GRAPHIQUE";"Av. 14 Janvier, Sfax El Jadida, Imm Baya Centre, 5ème étage - App. N°54, Sfax";"( +216) 74 404 062";"( +216) 74 404 062";"contact@web-graphique.fr";"6002051"
"898";"Clinisys";"Route manzel chaker 4.5 sfax";"74623700";"74623777";"youssefef.kaanich@csys.com.tn";"LFIMBDAD"
"885";"Minduos";"Av Majida Boulila Imm Loulou 2éme étage N3 Sfax";"52822125";"74257177";"contact@minduos.com";"MP-DEDI"
"882";"La Société de gestion de la technopole de Sfax";"technopole de Sfax";"74861993";"74861991";"g.mhiri@ictsfax.com";"MP-DEDI"
"876";"Centre de radiologie";"Sfax Sakiet ezzit rue Tunis klm 6";"74856556";"74856556";"gmarsaidigs@gmail.com";"MR-SDTHC"
"854";"RegimLab ENIS";"sfax";"28333066";"56666896";"fatma.benabdallah@isims.usf.tn";"MP-DEDI"
"840";"International Consulting and Programming Service";"Express Rocade N°11 entre l'Afrane et Gremda, Sfax Tunisie";"52747477";"74607195";"icpservice@outlook.com";"LFIM"
"839";"3M Consultancy";"route de tunis km 6 sfax";"95577414";"pas de fax";"contact@3m-consultancy.tn";"LFIM"
"833";"Envision";"Avenue des Martyrs Imm. Zayatine Bloc A 4éme Etage B7,3000 Sfax Tunisie";"21969666";"31124739";"info@envision.agency";"MP-DEDIIITWMBDADLSI"
"832";"ENIS, REGIM-Lab / ISIMS";"Pôle Technologique de Sfax : B.P. : 242 SFAX :";"74 862 356";"74 862 432";"leila.baccour@ieee.org";"MR-DS"
"815";"Sakura up";"Av. Lakhmi immeuble Rayhana Bloc B Mezanine App4 3027 Sfax, Tunisie";"+216 31 400 232";"+216 31 400 232";"contact@sakuraup.com";"MP-DEDI"
"809";"centre d’imagerie médicale numérisée Sakiet ezzit";"Immeuble el mansour Sakiet Ezzit Sfax";"74856556";"74856557";"louatinabil@gmail.com";"MR-SDTHC"
"797";"Syphax Energy";"route de Tunis km 3.5 Sfax";"27778854";"74365276";"syphaxenergie@gmail.com";"LATMW"
"795";"association Magnolia";"Sfax, Agareub";"52197378";"74197378";"magnolia@magnolia-association.tn";"MP-DEDI"
"790";"radio sfax";"radio sfax route menzel chaker km 0.5 3058 Sfax, Tunisie";"98667710";"70164291";"info@radiosfax.net";"MP-DEDI"
"788";"Société formanet";"Avenue Med chaabouni Résidence Elkaram 5éme étage App A4 Sfax, Tunisie";"70032019";"74401607";"commercial@formanet-tn.com";"LATMWLIMIINFO"
"783";"ISIMS";"pole technologie route de tunis km10 BP242 3021 sfax";"74862233";"74862432";"yassine.benayed@isims.usf.tn";"LFIM"
"767";"CompiTechnology";"route gremda km4 Sfax Tunisie";"98251144";"74658156";"compitechnology@gmail.com";"MR-SDTHC"
"759";"Freedom of Dev Services";"Menzel Chaker Road km 2.5, Sfax, Tunisia";"74623972";"74623972";"info@freedomofdev.com";"6002051IINFOINGINFO"
"755";"Salle de sport PEPS";"Ceinture Bourguiba, de Route El Aïn vers Route Lafrane, Sfax";"55128888";"";"pepsfitness@gmail.com";"MR-SDTHC"
"746";"Centre Régional de Médecine Scolaire et Universitaire";"5 aout 3000 sfax";"74 244 611";"74 242610";"ween.tunisie@gmail.com";"MP-DEDI"
"745";"ALUMINIUM TECHNOLOGIE";"zone industrielle poudrière 1 Rue de 13 aout Sfax";"74287010";"+216 74 287 006";"alu.technique@gmail.com";"LATMW"
"741";"Axeserp";"Pépinière d'entreprises Sfax innovation 2 Route Saltnia km 3, ZI Poudrière 2 3011 Sfax. Tunisie";"28373007";"29300034";"contact@axeserp.com";"LATMW"
"740";"protech-it";"IMMEUBLE EL YOSR FARHAT HACHED SFAX";"75 391 756";"75 391 756";"contact@protech-it.org";"LFIM"
"737";"News Pressse";"Route de Tunis km 2.5 sfax";"55241786";"74442559";"contact@newspresse.tn";"LFIM"
"735";"CDS";"route de Gremda km 2.5 - Sfax";"22086910";"74269989";"cds.infosoft@gmail.com";"LFIM"
"734";"Ged-Plus";"Route Manzel chaker km 1 3003 Sfax, Tunisie";"(+216) 24 924 000";"(+216) 74 247 341";"info@ged-plus.com";"LFIMLIM"
"731";"Fogits International";"Immeuble Emna City, BP 190, Sfax El Jadida A609، Sfax 3027";"50 44 04 25";"70 29 60 61";"helpdesk@fogits.com";"6002051IITWMBDAD"
"728";"MedTwoCom";"Rte de Tunis Km 1 Immeuble Hussen 1er étage Bureau N°2 3002 Sfax, Tunisia";"74441912";"74441912";"amine.zouaidi@gmail.com";"LFIM"
"709";"Cabinet radiothérapeute, Dr Moez MEZIOU";"Rue Carthage Immeuble IBN ZOHR A61 Bab Jebli 3027 SFAX";"74 490 060";"--------------------";"meziou_m@yahoo.fr";"6002051"
"689";"KARRAY GROUP";"Route Gremda Km7,3062,sfax";"25555093";"74264348";"mkc@karray-group.com";"LFIMMP-IGPBDADIITWMLIM"
"682";"I Tech Skills";"route lafrane km1  a coté mosquée al safi Sfax";"74240070";"74240070";"academy.itechskills@gmail.com";"LFIM"
"657";"Window of technology";"Avenue 5 aôut Residence Pavillon d'or 3002, Sfax";"54683190";"54683190";"gerant@click.com.tn";"LATMW"
"651";"Centre d'assistances aux projets et Office National de Télédiffusion";"cité El Ons -Route de Tunis km 23-Sfax";"98948338";"oudhiniyoussef@gmail";"oudhiniyoussef@gmail.com";"LATMW"
"644";"Sysics Studio";"Avenue Sidi Abou Hassan Al Lakhmi, La Perla II building, Apartment 61 Sfax, Tunis";"50450960";"50450960";"contact@sysicsstudio.com";"LFIMLATMWIITWMLIM"
"631";"Digidiom Tunisia";"Route Manzel checker KM 2,5 - Markez el Ajmi BP 198 - 3072 Markez Cheker Sfax Tunisie-";"54 509 263";"54 509 263";"intership@digidiom.com";"6002051"
"627";"Pôle de l’Etudiant Entrepreneur de Sfax";"Faculté de médecine de Sfax, Bd Majida Boulila, Sfax 3029";"98413512";"74240200";"pees@usf.tn";"LFIMLIMLSI"
"620";"SMART CUBE";"23 rue Salem Harzallah, immeuble Echeffi, 2éme étage, Sfax 3000";"74227995";"74227995";"contact@smart-cube.biz";"LFIM"
"612";"Groupe I-Way Sfax";"Avenue de la liberté 14 Janvier, Rue Ibn Eljazzar, Immeuble Khalifa, Bloc B Sfax, 3027";"74 400 185";"74 400 185";"contact@iway-tn.com";"6002051LATMWBDADINGINFO"
"610";"Smart Ways Innovation";"Pépinière d’entreprises Sfax Innovation I – ENIS Bureau N°10";"+ 216 20 406 511";"--------";"smartways.innovation@gmail.com";"6002051MP-IGPBDADLIMIITWM"
"601";"novel-ti";"sfax, route afran , immeuble mahsouna";"74262533";"74262533";"contact@novelti.com.tn";"LFIMIITWMBDAD"
"581";"Campour";"Rue Chikh Tijan, Imm Charfi, App 07 | 3000, Sfax, Tunisie";"50 73 78 02";"50 73 78 02";"aslema@campour.co";"LFIM"
"573";"ITE Digital";"Avenu 5 Aout , Immeuble neifar, El Mizanih, Appartement M4, 3002 Sfax, Tunisie";"22411852";"74202181";"contact@ite.digital";"LFIM"
"555";"INFONETSERVICE";"Résidence Pavillon d’or RDC C7 Rte de Mahdia km 0.5 SFAX – tunisie 3000";"(+216) 74 200 459";"(+216) 74 200 659";"contact@infonet.com.tn";"MP-IGP"
"546";"BEECALL";"Immeuble Emna City bloc A app 504 – Sfax Tunisia";"(+216) 70-032-477";"(+216) 70-032-477";"contact@beecall.info";"MP-DEDI"
"520";"For Right Solutions";"Beb Bhar Rue Chikh Megdich ,014 - 3000 Sfax Tunisie";"74 674 870 /  74 674";"74 674 872";"contact@frsdev.com";"BDAD"
"515";"Ecole Nationale d'ingénieurs de Sfax, Regim Lab";"Route Sokra, Sfax";"74 274 088";"74 275 595";"enis@enis.rnu.tn";"BDAD"
"513";"imprimerie groupe visions sfax";"rte gremda km1 imm chakroun _sfax";"55360214";"74243540";"hedi_vision@yahoo.fr";"LIM"
"511";"studio  5";"gremda ceinture N° 5 sfax";"2010035";"";"gdoura.ahmed@studio5.tn";""
"501";"association horizon du développement";"immeble sallemi etage 3,beb bhar sfax 3000";"31405500";"32405500";"boulbeba.abdelmoumen@ipeis.rnu.tn";"MP-IGP"
"490";"BIAT";"7 Av de  la liberté_sfax";"74101415";"74401314";"yassgur21@gmail.com";"LSI"
"481";"wipou";"route saltnia km 3 pépiiére d'entreprise sfax innovation 2";"54494768";"";"medkhinfo@gmail.com";""
"453";"ISIMS";"sfax";"27782306";"";"mayssaherguem@gmail.com";""
"452";"CISEN Computer";"Av. Majida Boulila Imm Diar El Wafa. Esc.A 1 éme étage App 102 - 3002 Sfax - Tunisie";"74 407 014";"74 403 734";"abdelhakimkotti@gmail.com";""
"444";"JOKER PROD";"Rte gremda km 1.5 rue chakib arselane n°171. 3000 Sfax";"+21650935227";"74464686";"joker.prodart@gmail.com";""
"435";"Mandoline";"110 avenue Majida Boulila 3002 Sfax";"74239999";"74438115";"medkhemakhem@yahoo.fr";""
"434";"SOTECA";"Rocade Km 4 entre Téniour et kaied Mohamed. Sfax 3041 - Tunisie";"+216 74 66 03 60";"+216 74 66 03 74";"soteca@tunet.tn";""
"431";"kochbati hatem";"sfax";"21452221";"";"hatem_kochbati@yahoo.fr";""
"429";"Groupe Tiatrouna Arts et Création";"Immeuble Mâalej 5eme Etage, Sfax El Jadida - Sfax";"28278129";"";"hajtaibriad@yahoo.fr";""
"427";"Capitol Soft";"Airport Road km 9 BP 26 El Hajeb 3078 Sfax, Tunisia";"74 681 084";"74 681 084";"chaari.adel@gmail.com";"LSI"
"423";"ALL SOFT MULTIMEDIA";"Av libert�, ImmItkane 3 �me Etage B11 3027 Sfax El Jadida Sfax Ville";"(+216) 74415055";"(+216) 74415044";"abdou-bahloul@gmail.com";"6002051LFIMLATMWBDADLIMIITWMLSI"
"395";"SOGIMEL";"Pépinière des entreprises, technopole de Sfax, cité El-Ons route de Tunis Km 10, 3069 Sakiet Ezzit, Tunisie";"+216 29 415 507";"";"contact@sogimel.com";""
"368";"Chambre de Commerce et d'industrie de Sfax";"Rue Lieutenant Hamadi Tej 3000 – Sfax – Tunisie";"74296120";"74296121";"ccis@ccis.org.tn";""
"367";"groupe chimique skhira";"skhira3050sfax";"21583675";"";"nazihasamhoun@gmail.com";"LIM"
"359";"wemdev";"AV de la liberte IMMR yasmine 2 APP n:2A 3027 sfax tunisie";"74404747";"74404747";"contact@wemdev.com";"INGINFO"
"339";"HighTic-Consult";"route de tunis Km10 Technopole sfax";"23215120";"";"contact@hightic.net";""
"338";"Iset Sfax";"Rte mahdia";"99416252";"";"moncemakni@gmail.com";""
"306";"Global Formation";"route el aiin klm 5";"23010065";"";"global_formation.sfax@yahoo.fr";""
"303";"CarthageDev";"Rue de liberté 14 janvier immeuble Amal centre 3027 Sfax- Tunisie";"74415563";"74415563";"contact@carthagedev.com";"LFIM"
"301";"Steg ( Centre informatique )";"Rue Imam Boukhari - sfax 3000";"74226948";"74226948";"amasmoudi@steg.com.tn";"IINFOBDADLIM"
"285";"InfoLeader";"21 Avenu Salem Harzallah Sfax";"74229555";"74226196";"infoleader.tn@tunet.tn";""
"272";"studio abid";"Rue 7 novembre Imm.Aïda B-4 Sfax";"74 49 06 84";"98 43 88 46";"studio.abid@hotmail.fr";""
"263";"Universal House ""NEBOSH Accredited Centre N°877""";"72, rue Kairouan Imm. Sallami, 2ème étage - Sfax";"74 201 331";"74 201 331";"training@universalhouse.com.tn";""
"260";"Centre d'informatique et programmation ( CIP )";"22, rue khaled ibn walid SFAX";"74220936";"74212958";"najibsiala@yahoo.fr";""
"257";"VirtuelArts";"rue ahmed sekili Imm el khalij bureau 102 sfax 3000";"25272331";"";"contact@virtuelarts.com";""
"228";"TIATROUNA";"bab bhar sfax : frikha 2 éme etage sfax 3002 sfax";"28278129";"28278129";"hajtaiebriad@yahoo.fr";""
"219";"ISIMS";"Pole technologique route de tunis Km10 BP242 3021 Sfax";"74862233";"74862432";"isims@gmail.com";"MP-DEDILFIM6002051MR-DSLATMWMR-SDTHCMP-IGPMPDEDIBDADMPIGPMRDSLIMIITWM"
"212";"LOGIVAR ELECTRONICS";"BP 464 Sfax 3018 - Tunisie";"74 210 802";"74 210 803";"info@logswep.com";""
"201";"LOGIVAR ELECTRONICS";"BP 464 SFAX 3018 TUNISIE";"22434353";"74210903";"manar.h@logivar-electronics.com";""
"200";"softwares & applications makers";"La perla B 6,avenue sidi lakhmi SFAX";"50848292";"50848292";"slim.mtibaa@gmail.com";""
"199";"SiFAST";"42 rue le Météore , route ain km1 , Sfax 3003-Tunisie";"74 242 608";"74 242 409";"amine.mzid@sifast.com";""
"182";"Vaping Shop";"Ouled Bou ali kerkennah - sfax";"70319210";"70319210";"contact@vapingshop.tn";""
"168";"Société Tunisienne des Jointrs Industriels";"Z.I Elghraba Sfax";"74842432";"74842432";"aminsotuji@gmail.com";""
"163";"BrainPRO";"Bouali Avenue, route Mahdia Km 8 sfax";"74831105";"74831105";"dg@brain-pro.com";""
"150";"INNOVATIVE COMPUTER TECHNOLOGY ICT";"Route de Tunis Km 10 Pôle Tenchnologîque 3021 Sfax - Tunisie";"26 219 632";"74 862 611";"contact@ict-tn.com";"BDAD"
"146";"Tunisian Computing & Network";"Avenue des Martyrs Imm .Pic ville centre A40-3000 Sfax-Tunisie";"+216 74 405 590";"+216 74 408 125";"contact@tcn.com.tn";""
"145";"TDS";"Route de Tunis km 9 cité El Ons Technoplose Sfax";"74 861 112";"74 861 112";"tds.contact@gmail.com";"LSI"
"127";"The IT Expert";"Pépinière d'entreprise, bureau EP3, Technopole de Sfax, cité ElOns";"74863181";"74863182";"contact@the-it-expert.com";""
"126";"CISEN Computer";"Av. Majida Boulila Diar Elwafa Sfax -3002- Tunisie";"74 407 014";"74 403 734";"siala.mzied@gmail.com";"BDADLSI"
"117";"POWER'S MIND";"Immeuble Ghada ZI poudrière 1 Sfax Sfax";"74299100/27563555";"74299100";"contact@powersmind.com";""
"114";"tunisie telecom sfax";"jbeniana sfax 3080";"26183778";"74862432";"yassineghrabe@gmail.com";""
"100";"Nour Media";"route Gremda km 1.5 imeble Hosna A5-5 sfax - Tunise";"74443490";"74443490";"nourm.contact@gmail.com";""
"95";"e-business";"route alafran km 2.5 sfax";"20406100";"20406100";"zied.guermazi@gmail.com";""
"94";"Banque lnternationale Arabe de Tunisie sfax";"Agence Bir Ali Ben Khlifa";"74101415";"74401314";"02157@biat.com.tn";""
"86";"socite tunisienne d'informatique sfax";"route 14 janvier immeuble rami étage 4 bureau n° 3";"74401567";"74490633";"bessem@sticom.tn";""
"85";"Radio sfax";"Radio Sfax maison Shaker Road 0,5 km de Sfax 3058";"74.240.655";"74.247.971";"radio-sfax@email.ati.tn";"LIMMPDD"
"83";"Integral soft";"route sokra km3 sfax";"74674870";"74674872";"ellouze.abdellatif@integral-soft.net";""
"78";"CreaGroupe";"RTE SOUKRA PEPINIERE DE L'INNOVATION A L'ENIS SFAX 3042";"+21653322229";"+21674613820";"contact@creagroupe.com";""
"77";"Télévision Tunisienne";"rue menzel cheker 0.5klm  sfax";"74241246";"74463515";"belhoul@tunisiatv.tn";""
"69";"Business Intelligence Solutions";"Avenu 5 août Immeuble platinum app n° 28 2 éme étage ,3002 Sfax-Tunisie";"74222510";"74222510";"contact@bis.com.tn";"BDAD"
"68";"Polysoft informatique";"route taniour km1.5, rue chadli glala n°715 sfax";"74 237 637";"74 442 637";"polysoft@planet.tn";"BDADIINFO"
"52";"ADVANCETIC";"Route de Tunis km10 - Technopôle de Sfax";"99448224";"74860224";"message3600@gmail.com";""
"45";"Proto";"Avenu de cartage imm media centre 4éme etage n°46-sfax";"74416458";"74405454";"contact.proto3d@gmail.ccom";""
"44";"Proto";"Avenue de Cartage imm medina center 4 éme étage n°46 Sfax";"74416458";"74405454";"contact.proto3d@gmail.com";""
"42";"Tunisian Wise Tech";"Rue 14 Janvier, Appartement Itkan 2éme étage N°7 ,Sfax";"74400580";"74400590";"trainingcenter.wise@gmail.com";""
"33";"SiFAST";"rue meteor 42 route ain km 1 sfax";"74242608";"74242409";"anis.samet@sifast.com";"6002051BDADLSIIITWMLIMIINFOPIIM"
"29";"Stage dans le laboratoire Regim-Lab de l' Ecole Nationale d'ingénieurs de Sfax";"Ecole Nationale d'ingénieurs de Sfax";"74677545";"74677545";"ilhem.kallel@ieee.org";""
"22";"ONLYTECH TUNISIE";"rue d'elHabib Thamer immeuble l'océan bleu num 12 sfax";"74210656";"74226554";"contact@onlytech-tunisie.com";""
"21";"UR SETIT";"ISBS Sfax";"52279907";"75 394 309";"mbouhlel@gmail.com";""
"15";"Bureautique Service";"Route Sokkra km 4 jnen Bouhlel sfax";"74675535";"";"bureautiqueservice@hotmail.fr";""
"14";"SOPROPHA";"Avenue Majida Bouleila sfax";"74501410";"74401288";"sopropha@gnet.tn";"LIM"
"1";"Glinse";"Ouled Kacem kerkennah 3070 Sfax";"74482655";"74482655";"contact@glinse.com";"LFIMMPIPIMLIMLATMWMP-IGP"
